x,y,y_true
3.745401188473625,-4.009113031741163,-4.863502971184062
9.50714306409916,-14.577430562208185,-19.267857660247902
7.319939418114051,-11.42378894982,-13.799848545285126
5.986584841970366,-11.908721244081923,-10.466462104925915
1.5601864044243652,-1.6465026894318076,0.5995339889390872
1.5599452033620265,1.829934920361198,0.6001369915949337
0.5808361216819946,-0.2526733217565922,3.0479096957950134
8.661761457749352,-12.575756729737494,-17.154403644373378
6.011150117432088,-7.579274991777002,-10.52787529358022
7.080725777960454,-14.374753575162897,-13.201814444901135
0.20584494295802447,-0.2974486801222551,3.985387642604939
9.699098521619943,-16.363065368636327,-19.74774630404986
8.324426408004218,-16.597415633142088,-16.311066020010543
2.1233911067827616,2.2860630129767503,-0.8084777669569041
1.8182496720710062,-4.031693327163433,-0.04562418017751568
1.8340450985343382,-1.5835503037202774,-0.0851127463358452
3.0424224295953772,-3.0929468246929845,-3.1060560739884426
5.247564316322379,-8.501459306394091,-8.618910790805947
4.319450186421157,-7.4237891447510025,-6.2986254660528935
2.9122914019804194,-1.223603674082301,-2.780728504951048
6.118528947223795,-13.465373441515972,-10.796322368059487
1.3949386065204183,0.6567047711457203,1.012653483698954
2.9214464853521815,-2.5028771341007063,-2.8036162133804536
3.663618432936917,-3.3729489971954205,-4.659046082342293
4.56069984217036,-5.122712410203674,-6.901749605425898
7.851759613930136,-17.941004264420013,-15.12939903482534
1.9967378215835974,-4.327129980798049,-0.49184455395899374
5.142344384136116,-5.161668905594018,-8.35586096034029
5.924145688620425,-9.479579191602083,-10.310364221551062
0.46450412719997725,1.4675233406086727,3.3387396820000568
6.075448519014383,-6.810741358729651,-10.688621297535958
1.7052412368729153,0.5260834935498582,0.23689690781771144
0.6505159298527952,5.821953135527578,2.873710175368012
9.488855372533333,-19.053342227808063,-19.222138431333335
9.656320330745594,-14.488931014659016,-19.640800826863984
8.08397348116461,-11.321581596803517,-15.709933702911528
3.0461376917337066,-3.73775460053195,-3.1153442293342666
0.9767211400638387,4.487124527226292,2.058197149840403
6.842330265121569,-10.992385788841055,-12.605825662803923
4.4015249373960135,-3.082233449659161,-6.503812343490033
